sku,precio_reales
919.0,"1.939,00"
912.0,"1.939,00"
12577.0,"2.329,00"
12576.0,"2.469,00"
11276.0,"1.939,00"
8707.0,"1.939,00"
13683.0,"2.329,00"
13697.0,"2.329,00"
13740.0,"1.939,00"
1598.0,"2.329,00"
4153.0,"1.939,00"
4152.0,"2.329,00"
4128.0,"2.329,00"
4151.0,"2.469,00"
13558.0,"1.939,00"
4141.0,"1.939,00"
13586.0,"1.939,00"
4140.0,"2.329,00"
13738.0,"2.469,00"
9160.0,"2.469,00"
12060.0,"1.939,00"
12142.0,"2.469,00"
12143.0,"2.329,00"
3613.0,"1.939,00"
3924.0,"2.329,00"
3923.0,"2.469,00"
3841.0,"1.939,00"
12171.0,"2.329,00"
12044.0,"2.469,00"
2862.0,"2.469,00"
11484.0,"2.469,00"
8890.0,"2.329,00"
3803.0,"2.469,00"
11611.0,"2.329,00"
11598.0,"1.939,00"
9594.0,"2.469,00"
9637.0,"2.329,00"
9636.0,"2.469,00"
9622.0,"2.469,00"
4644.0,"2.329,00"
4656.0,"2.329,00"
9846.0,"2.469,00"
7881.0,"1.939,00"
8805.0,"1.939,00"
7853.0,"1.939,00"
9847.0,"2.329,00"
4308.0,"2.329,00"
4320.0,"2.329,00"
15608.0,"2.469,00"
15653.0,"2.469,00"
11582.0,"2.469,00"
11584.0,"1.939,00"
11008.0,"2.469,00"
10995.0,"2.329,00"
10994.0,"2.469,00"
1493.0,"1.939,00"
5437.0,"2.469,00"
9722.0,"1.939,00"
1446.0,"2.329,00"
11779.0,"2.329,00"
11778.0,"2.469,00"
13039.0,"2.329,00"
7463.0,"2.469,00"
11528.0,"1.939,00"
7951.0,"1.939,00"
1717.0,"1.939,00"
2870.0,"2.469,00"
11542.0,"1.939,00"
4343.0,"2.469,00"
2867.0,"2.469,00"
4177.0,"1.939,00"
11540.0,"2.469,00"
11541.0,"2.329,00"
4332.0,"2.329,00"
13712.0,"1.939,00"
14089.0,"2.329,00"
14088.0,"2.469,00"
4164.0,"2.329,00"
3516.0,"2.329,00"
3587.0,"2.469,00"
15669.0,"2.329,00"
3960.0,"2.329,00"
12130.0,"1.939,00"
11990.0,"1.939,00"
11150.0,"1.939,00"
11164.0,"1.939,00"
17483.0,"2.469,00"
4271.0,"2.469,00"
4008.0,"1.349,00"
4273.0,"1.939,00"
1485.0,"1.939,00"
15444.0,"2.329,00"
15459.0,"2.329,00"
4549.0,"1.939,00"
9623.0,"2.329,00"
3971.0,"2.469,00"
3959.0,"2.469,00"
11989.0,"2.329,00"
1502.0,"2.329,00"
2878.0,"2.469,00"
1670.0,"2.329,00"
1694.0,"2.329,00"
2876.0,"2.469,00"
4357.0,"1.939,00"
4393.0,"1.939,00"
4369.0,"1.939,00"
12030.0,"2.469,00"
13810.0,"1.939,00"
13626.0,"2.469,00"
13515.0,"2.329,00"
11682.0,"1.939,00"
13220.0,"2.469,00"
13221.0,"2.329,00"
8791.0,"1.939,00"
4116.0,"2.329,00"
13024.0,"2.469,00"
4307.0,"2.469,00"
12493.0,"2.329,00"
11554.0,"2.469,00"
1566.0,"2.329,00"
2869.0,"2.469,00"
1606.0,"2.329,00"
1590.0,"2.329,00"
4379.0,"2.469,00"
4380.0,"2.329,00"
1517.0,"1.939,00"
3468.0,"2.329,00"
13836.0,"2.469,00"
13850.0,"2.469,00"
13585.0,"2.329,00"
13822.0,"2.469,00"
12591.0,"2.329,00"
3851.0,"2.469,00"
926.0,"1.939,00"
13851.0,"2.329,00"
